Age,Gender,Income,Total_Spend,Num_Purchases,Product_Category
45,Female,30560,2917.27,28,Clothing
26,Male,86565,4460.66,40,Electronics
43,Female,31312,3289.31,41,Clothing
26,Female,48205,2428.71,5,Clothing
32,Male,41595,4287.58,5,Groceries
27,Female,117566,2409.7,6,Groceries
41,Male,51329,4356.28,23,Groceries
59,Female,133678,1528.73,3,Groceries
25,Female,98187,731.18,37,Electronics
41,Female,105542,4291.04,33,Groceries
33,Female,138237,2978.33,43,Groceries
66,Male,149389,4456.55,21,Groceries
43,Female,144476,4695.35,20,Clothing
44,Female,65645,362.78,1,Clothing
54,Male,117502,2554.75,39,Groceries
21,Male,123382,1937.33,47,Clothing
67,Male,117310,3166.71,17,Clothing
41,Male,99619,3988.6,29,Electronics
36,Male,63513,1474.89,8,Clothing
53,Male,38749,2828.31,26,Electronics
56,Female,60783,3572.77,28,Clothing
27,Male,90645,758.71,34,Groceries
42,Female,112861,4088.93,26,Clothing
35,Male,83175,3069.94,13,Clothing
36,Female,114216,4752.73,44,Electronics
53,Female,92709,1763.69,37,Groceries
27,Female,47323,629.92,13,Electronics
50,Male,80762,2581.86,38,Groceries
67,Male,118220,520.47,25,Groceries
22,Male,94222,4850.68,47,Electronics
64,Male,64493,289.56,23,Clothing
66,Female,88328,3792.17,22,Groceries
52,Male,42213,2673.0,21,Clothing
61,Female,127367,1906.24,30,Electronics
51,Female,137832,422.63,11,Electronics
50,Male,76930,3148.62,4,Electronics
38,Male,57713,2967.58,33,Electronics
34,Male,137157,1476.33,47,Groceries
39,Female,102723,4560.09,12,Electronics
65,Male,128336,1590.14,9,Clothing
54,Female,62583,2303.65,32,Clothing
32,Male,143197,2764.44,11,Groceries
52,Female,109944,591.14,37,Electronics
45,Male,52369,4667.59,24,Groceries
24,Male,77928,1935.23,7,Groceries
49,Female,98950,495.82,8,Groceries
28,Male,145844,1997.73,33,Electronics
27,Male,49510,3040.99,25,Clothing
26,Male,42120,2616.9,1,Clothing
31,Male,129847,3503.26,3,Groceries
30,Male,128575,371.87,40,Groceries
42,Male,35295,1494.25,28,Clothing
19,Male,50460,4114.23,43,Clothing
52,Female,44963,491.48,33,Electronics
24,Female,107116,4291.88,46,Groceries
38,Male,117822,550.29,1,Electronics
35,Male,57328,4188.83,38,Clothing
20,Male,114629,1867.86,27,Clothing
59,Female,51605,3099.82,38,Clothing
56,Female,140901,849.15,35,Clothing
58,Male,74813,424.23,10,Electronics
66,Female,76371,1158.1,12,Clothing
28,Male,138241,726.48,10,Groceries
56,Male,77598,1630.79,34,Clothing
41,Male,90776,2620.48,24,Groceries
63,Male,102258,2984.92,28,Clothing
36,Female,70969,3970.35,22,Electronics
21,Female,66912,3315.58,45,Groceries
43,Male,68374,3082.92,16,Electronics
55,Female,102302,2117.73,13,Clothing
59,Female,92784,2421.66,36,Electronics
49,Male,79882,2131.15,36,Clothing
56,Female,45928,4226.61,43,Electronics
62,Male,51274,1227.0,23,Electronics
63,Male,64416,128.03,14,Groceries
53,Male,116148,3291.47,32,Clothing
57,Male,90998,1092.06,3,Electronics
54,Female,130434,4461.56,27,Clothing
50,Male,142696,4309.33,19,Groceries
53,Female,59047,475.96,22,Electronics
20,Male,73356,621.3,1,Clothing
26,Male,67134,2526.34,5,Electronics
25,Female,97042,3085.19,49,Electronics
50,Male,81310,1447.05,33,Electronics
23,Female,147604,3612.31,19,Electronics
58,Female,110758,3015.09,36,Groceries
56,Male,42363,1691.64,6,Groceries
21,Male,115149,224.32,15,Clothing
30,Male,74563,3775.74,36,Clothing
66,Male,60628,1152.29,33,Electronics
19,Male,138162,4188.92,24,Electronics
22,Male,140920,2159.42,27,Electronics
61,Female,99672,2927.68,49,Groceries
44,Female,76246,4377.45,11,Electronics
49,Male,41161,4331.75,49,Clothing
38,Female,130993,1920.45,23,Electronics
25,Female,119110,1123.56,33,Groceries
55,Male,122438,3898.22,41,Electronics
25,Male,32810,2222.09,46,Groceries
67,Female,89860,1041.01,47,Groceries
20,Male,107199,4531.68,29,Groceries
61,Female,101688,1070.71,31,Groceries
20,Male,95548,226.46,1,Clothing
39,Female,92363,199.37,34,Groceries
23,Female,41162,3149.35,18,Clothing
19,Female,117858,3342.21,18,Clothing
40,Female,103535,1624.1,6,Electronics
61,Male,37219,1668.05,40,Electronics
19,Male,100864,1763.52,1,Groceries
55,Female,33621,3432.78,47,Electronics
34,Female,148371,384.86,42,Groceries
52,Male,119792,4652.67,30,Electronics
51,Male,74433,1190.35,4,Groceries
40,Female,149998,4998.4,32,Electronics
47,Female,106850,940.46,10,Electronics
69,Female,96188,3880.58,43,Clothing
25,Female,84951,1194.72,5,Electronics
39,Female,111718,496.15,9,Electronics
61,Male,137116,4387.17,5,Groceries
53,Female,66558,4307.88,11,Clothing
22,Male,45659,2077.49,35,Groceries
30,Male,64413,3541.74,27,Electronics
46,Male,40435,2829.62,4,Groceries
48,Female,149200,4279.48,10,Clothing
64,Male,83911,1643.77,39,Groceries
33,Male,58067,2665.99,33,Electronics
59,Male,117794,2478.32,38,Groceries
47,Male,123823,1834.14,8,Electronics
33,Female,99224,4468.13,49,Clothing
29,Female,103225,912.8,24,Clothing
34,Male,31379,832.59,39,Groceries
33,Male,132547,2926.86,33,Clothing
29,Female,138541,3321.72,41,Groceries
25,Female,57624,1053.63,43,Electronics
37,Female,121500,2014.52,19,Groceries
20,Male,118427,4738.16,2,Electronics
33,Female,144634,1308.43,11,Clothing
47,Male,87745,3374.97,35,Electronics
62,Male,81805,3726.73,17,Electronics
40,Female,133915,2295.83,42,Electronics
45,Male,42516,4693.88,3,Electronics
68,Female,109422,3709.62,22,Electronics
57,Male,115843,2343.83,35,Groceries
22,Female,54843,2889.74,21,Electronics
37,Male,142020,3493.81,25,Electronics
57,Male,35912,3001.73,39,Electronics
61,Female,51514,4405.62,2,Electronics
18,Female,117359,1848.75,1,Electronics
47,Female,87032,1569.44,7,Electronics
38,Female,58797,1147.81,20,Clothing
37,Male,36449,285.14,43,Groceries
23,Female,31725,310.77,6,Electronics
39,Female,111406,4363.27,36,Groceries
35,Male,39304,3424.13,21,Clothing
25,Female,103058,3336.61,46,Clothing
56,Female,43663,3111.75,35,Electronics
49,Male,100320,4261.17,36,Groceries
50,Female,105008,2453.31,8,Electronics
33,Female,145920,4365.01,4,Clothing
29,Female,124488,1861.28,43,Clothing
55,Female,105591,4640.87,16,Groceries
69,Female,125044,3523.42,3,Electronics
51,Female,42676,1360.17,7,Groceries
31,Male,55192,2864.02,2,Groceries
53,Female,54722,2711.85,1,Clothing
50,Male,37446,775.7,1,Groceries
40,Male,149304,2997.09,38,Clothing
67,Male,34725,1642.45,7,Electronics
62,Male,115597,356.51,24,Groceries
19,Female,143073,4748.42,5,Groceries
58,Female,118207,3243.3,21,Electronics
38,Female,87632,4396.9,28,Groceries
19,Male,96945,3412.67,18,Electronics
44,Female,103741,1849.22,24,Clothing
26,Female,46365,2612.17,32,Clothing
18,Female,95792,3411.16,45,Groceries
28,Male,94857,4805.24,33,Clothing
20,Male,146409,1342.98,10,Clothing
69,Female,45704,4387.39,9,Electronics
40,Male,80575,4627.98,49,Clothing
43,Male,59902,3385.04,33,Clothing
21,Female,149641,4663.21,33,Clothing
35,Male,131294,2049.61,7,Electronics
23,Male,31195,4769.78,4,Groceries
52,Female,149247,3543.64,28,Electronics
39,Male,83517,305.83,23,Groceries
60,Male,64012,4543.68,32,Groceries
32,Male,41415,2473.92,44,Clothing
39,Male,69534,2355.6,16,Clothing
54,Male,51686,2875.69,46,Electronics
69,Male,107198,831.98,10,Electronics
59,Male,144514,2398.91,14,Electronics
29,Male,58743,4172.52,39,Clothing
64,Female,62161,175.86,36,Groceries
66,Female,91313,1437.29,34,Electronics
59,Female,145994,112.03,24,Groceries
55,Female,138617,2136.99,18,Clothing
35,Male,32402,3668.75,16,Clothing
62,Female,93190,4013.98,41,Clothing
52,Female,145184,4731.43,37,Clothing
47,Male,82551,3081.67,41,Groceries
41,Male,43275,1347.67,25,Groceries
59,Male,58182,4628.32,8,Electronics
47,Male,44915,3899.05,24,Groceries
31,Male,30909,2914.7,20,Groceries
23,Female,144110,3508.64,48,Groceries
20,Male,95908,4629.15,30,Electronics
33,Female,52620,3590.73,20,Groceries
24,Female,64112,1905.04,18,Groceries
69,Male,104051,3593.84,4,Groceries
31,Female,32431,297.36,48,Clothing
26,Female,116590,1993.44,36,Groceries
32,Male,92175,2090.98,6,Electronics
38,Female,147472,917.51,3,Electronics
52,Female,62624,213.12,18,Electronics
19,Female,106121,753.57,47,Electronics
44,Male,91264,3307.65,40,Clothing
19,Male,143766,4031.22,18,Electronics
52,Male,61958,4942.2,23,Clothing
35,Female,31695,1797.18,35,Clothing
31,Male,130211,3036.96,6,Clothing
37,Female,149502,4692.01,26,Electronics
35,Male,79932,918.5,21,Electronics
27,Female,129323,3616.46,24,Clothing
42,Male,74225,3799.4,15,Clothing
19,Male,31403,535.98,27,Electronics
42,Female,113346,4320.12,32,Groceries
50,Male,104391,4084.21,12,Groceries
53,Female,68636,263.67,5,Groceries
48,Male,40839,546.31,7,Electronics
31,Male,95546,340.72,22,Electronics
18,Female,134634,1740.24,27,Clothing
63,Female,77829,2595.52,15,Electronics
33,Female,39230,2708.5,39,Electronics
63,Male,81977,1411.57,45,Electronics
69,Female,70232,4566.82,35,Clothing
20,Male,143050,1904.49,26,Clothing
52,Female,131307,323.2,23,Groceries
58,Female,124792,1571.11,13,Groceries
23,Female,55651,2702.44,26,Electronics
42,Female,127919,2100.29,3,Electronics
30,Female,69963,1441.83,29,Clothing
51,Female,85872,743.48,2,Groceries
25,Male,147776,4113.91,28,Groceries
38,Female,109198,4981.11,23,Groceries
51,Male,43739,1714.76,36,Electronics
21,Female,93294,1969.94,49,Electronics
42,Female,78356,3128.38,6,Electronics
32,Female,31789,3620.36,11,Clothing
21,Male,49420,2020.94,38,Groceries
62,Male,119297,4534.15,34,Clothing
29,Female,135902,2844.02,17,Groceries
49,Male,67606,2306.91,3,Electronics
49,Female,68640,3268.7,44,Clothing
45,Female,148341,4768.74,46,Clothing
30,Male,74135,3993.31,34,Electronics
48,Male,67067,296.06,22,Groceries
31,Male,88420,1728.32,29,Groceries
37,Male,47357,2405.67,29,Groceries
35,Female,69851,1641.14,5,Groceries
46,Male,68262,3530.92,10,Electronics
23,Male,106853,4148.72,10,Electronics
49,Female,88643,3683.59,9,Electronics
46,Male,148094,4947.73,21,Electronics
60,Male,51534,1435.48,13,Clothing
19,Male,121270,4387.45,10,Clothing
40,Male,131433,3856.45,38,Clothing
36,Female,62872,1874.68,11,Electronics
48,Female,135737,3697.21,4,Groceries
68,Male,37689,609.97,46,Clothing
22,Male,99103,3967.73,31,Clothing
36,Female,116268,2708.42,49,Electronics
51,Male,116310,1532.22,34,Groceries
27,Male,118731,3313.31,42,Groceries
42,Male,145869,3243.94,35,Groceries
19,Male,67412,1126.48,39,Electronics
28,Male,77734,248.95,39,Groceries
67,Male,139634,2224.75,33,Clothing
48,Male,117793,2890.61,8,Clothing
32,Male,99930,4395.37,32,Clothing
26,Male,131838,4648.26,33,Electronics
40,Female,52228,2691.15,8,Groceries
36,Female,107924,3793.64,46,Electronics
26,Female,41319,2252.59,14,Groceries
52,Male,36475,3755.8,34,Electronics
38,Male,127091,1103.53,8,Clothing
26,Female,113694,1918.22,42,Electronics
45,Male,44728,3207.72,7,Electronics
63,Female,140310,188.97,13,Electronics
68,Male,59545,3640.06,21,Clothing
24,Female,126636,4194.12,47,Electronics
33,Female,111686,2055.79,32,Electronics
33,Female,128750,2294.92,11,Clothing
50,Male,128412,4271.28,14,Groceries
21,Female,91756,3900.71,11,Electronics
21,Male,98775,1511.93,2,Clothing
56,Male,68699,1687.48,34,Electronics
57,Male,66821,3426.5,44,Clothing
34,Male,60615,2859.67,47,Groceries
54,Male,43746,894.92,17,Groceries
56,Male,116457,1618.66,14,Electronics
69,Male,52745,4509.92,25,Clothing
46,Female,31245,3472.05,48,Groceries
69,Female,147408,4931.27,27,Groceries
53,Female,142143,3858.36,8,Clothing
55,Male,54853,4715.67,17,Electronics
56,Male,57632,1159.32,5,Groceries
67,Male,42856,3880.28,12,Groceries
54,Male,86893,199.07,38,Groceries
69,Female,100641,3386.72,18,Electronics
52,Male,131226,2399.48,26,Groceries
24,Female,98049,1799.12,31,Clothing
44,Male,88182,4325.78,37,Electronics
45,Female,32801,4285.91,6,Groceries
39,Male,127881,209.28,41,Clothing
31,Female,109431,3086.58,15,Clothing
24,Male,69749,1902.38,42,Electronics
54,Female,103757,2136.74,49,Clothing
39,Male,85654,4177.0,26,Electronics
22,Female,101574,1618.21,12,Electronics
19,Female,127567,4720.94,41,Electronics
44,Male,85381,980.21,47,Clothing
38,Female,88601,3347.34,14,Electronics
55,Male,45082,3393.31,1,Electronics
32,Male,44648,1335.76,17,Clothing
38,Male,30364,1691.28,33,Electronics
27,Female,64568,4190.51,29,Groceries
40,Female,109646,3832.85,45,Clothing
56,Male,101494,1712.57,31,Clothing
22,Male,104632,2716.39,8,Clothing
18,Female,37436,402.23,30,Groceries
30,Female,116713,1122.85,13,Electronics
38,Female,56754,2480.52,16,Clothing
43,Male,90194,521.27,2,Clothing
67,Male,54544,4232.33,45,Clothing
62,Male,90180,3618.23,18,Groceries
38,Male,93295,4723.8,35,Groceries
35,Male,42638,3497.99,45,Groceries
54,Female,95715,4707.97,19,Electronics
62,Male,99409,2817.11,13,Electronics
49,Female,148648,3041.07,4,Groceries
53,Female,113106,4887.16,19,Electronics
34,Male,143759,3246.43,25,Groceries
52,Female,47157,250.85,38,Electronics
66,Male,75565,3646.63,31,Electronics
28,Female,99996,4536.8,36,Groceries
38,Male,143620,3998.34,4,Clothing
69,Male,95888,2960.78,39,Clothing
43,Female,86095,3389.39,7,Electronics
21,Male,94947,4951.94,16,Electronics
51,Female,117122,544.24,48,Electronics
69,Male,100880,3369.5,5,Electronics
65,Male,34507,1488.65,47,Electronics
35,Male,133134,3236.44,23,Electronics
57,Female,73988,3077.36,36,Groceries
52,Female,128421,851.94,32,Clothing
58,Male,46865,1113.06,24,Clothing
46,Female,132591,3145.98,25,Groceries
69,Male,57213,728.33,45,Groceries
46,Female,85954,1399.39,28,Clothing
55,Female,87450,4192.7,19,Clothing
59,Male,34477,1702.75,7,Electronics
38,Male,92222,2491.49,44,Clothing
59,Male,36533,4711.59,41,Electronics
30,Male,79395,1213.03,17,Electronics
66,Male,53396,2009.17,2,Clothing
58,Female,42755,3071.64,16,Electronics
34,Female,30865,3801.16,39,Electronics
26,Male,41173,4518.1,18,Groceries
58,Male,88905,4585.82,39,Clothing
18,Male,68097,3905.54,1,Groceries
19,Female,63371,1218.82,3,Electronics
65,Male,134060,221.57,21,Electronics
46,Male,41254,1980.49,30,Groceries
50,Female,34018,793.59,11,Groceries
27,Female,35192,3580.9,22,Groceries
67,Female,32015,3339.54,47,Electronics
57,Female,138154,315.46,25,Clothing
38,Male,98916,4199.31,3,Electronics
45,Female,58343,1318.84,30,Groceries
28,Female,99306,2217.91,24,Clothing
51,Male,35829,3372.88,45,Groceries
25,Male,64381,2204.15,36,Electronics
39,Male,141451,2262.31,23,Clothing
25,Female,111081,421.58,8,Clothing
66,Male,48263,2067.07,4,Electronics
32,Female,133676,3847.75,39,Groceries
34,Female,83260,4584.36,43,Groceries
40,Female,73306,2126.14,31,Groceries
41,Male,121211,2175.57,29,Electronics
62,Female,88418,3542.87,36,Groceries
36,Male,120898,4719.58,13,Clothing
22,Male,30148,1408.6,41,Groceries
49,Male,31754,2256.71,9,Groceries
61,Female,56745,4000.27,21,Clothing
18,Female,102914,3087.5,3,Clothing
40,Female,141895,641.87,25,Groceries
54,Male,85833,3175.89,25,Clothing
25,Female,50140,1015.06,12,Electronics
30,Female,104907,2600.06,29,Clothing
25,Female,90653,2692.61,11,Electronics
40,Female,122535,4393.4,11,Clothing
60,Female,91521,2366.22,49,Electronics
18,Male,108315,1469.27,26,Electronics
62,Male,61075,1231.74,14,Groceries
68,Male,60697,4383.83,16,Clothing
41,Male,84544,937.95,10,Clothing
52,Female,39795,2186.76,31,Clothing
41,Male,94555,1017.15,31,Electronics
34,Female,82204,3889.19,36,Groceries
22,Male,133996,2424.43,10,Clothing
37,Male,99754,1820.6,26,Groceries
38,Male,94860,1869.39,20,Groceries
57,Female,133107,4275.85,44,Electronics
48,Female,81529,2813.49,9,Clothing
63,Male,41672,3617.55,15,Groceries
53,Female,84238,4495.49,9,Clothing
28,Male,126578,4518.53,7,Clothing
69,Male,65950,1709.69,26,Clothing
32,Male,41009,4767.01,24,Groceries
36,Female,77096,221.89,12,Electronics
24,Male,49544,1946.49,20,Electronics
68,Male,85728,4489.41,14,Groceries
45,Male,59381,1445.72,22,Clothing
68,Female,55287,1438.1,16,Clothing
60,Male,94610,1582.85,29,Electronics
22,Female,98122,3100.34,32,Groceries
22,Male,98184,2247.83,19,Groceries
47,Female,70081,3661.0,35,Electronics
49,Male,113637,4485.06,43,Groceries
25,Male,75312,3403.58,32,Groceries
27,Female,117228,1101.89,20,Electronics
55,Female,102943,4670.14,40,Electronics
64,Male,112790,1396.02,20,Groceries
49,Female,110770,834.48,8,Groceries
65,Male,82726,540.84,35,Electronics
45,Male,52211,2860.58,42,Electronics
34,Male,59480,657.44,13,Clothing
48,Female,77780,780.0,41,Groceries
25,Male,87138,1570.15,6,Groceries
57,Female,120382,1480.1,47,Electronics
42,Male,72503,3060.77,16,Electronics
26,Female,87893,4102.05,5,Clothing
19,Female,76193,3830.61,45,Clothing
32,Male,144002,1386.17,34,Electronics
67,Female,91358,1302.02,6,Groceries
20,Male,110857,4832.38,33,Clothing
66,Male,108182,140.36,15,Electronics
53,Male,52117,4410.63,15,Electronics
21,Male,89056,1078.67,14,Electronics
31,Male,147928,4741.69,39,Groceries
58,Female,88706,1777.31,5,Electronics
58,Male,100429,2257.72,26,Electronics
42,Female,39476,3564.89,48,Groceries
67,Female,112806,2979.58,17,Electronics
27,Male,85006,1657.9,43,Electronics
38,Female,117238,2813.77,47,Clothing
53,Male,146946,3680.46,16,Electronics
29,Female,99918,307.44,35,Groceries
44,Female,93155,154.88,38,Clothing
57,Female,97321,2344.53,23,Electronics
19,Male,75798,746.0,13,Groceries
30,Female,107271,3355.29,33,Electronics
49,Male,60177,1148.86,29,Clothing
48,Female,126248,2220.97,46,Groceries
33,Female,112215,1068.59,34,Clothing
49,Female,73013,2787.57,34,Groceries
49,Female,130901,668.66,27,Groceries
51,Male,112600,213.22,15,Electronics
28,Male,126099,350.55,9,Groceries
27,Female,149578,4775.87,26,Groceries
32,Female,83450,797.2,3,Electronics
34,Male,128628,3571.54,36,Groceries
57,Male,77928,432.84,47,Groceries
35,Male,122403,629.99,5,Groceries
26,Male,75382,2593.49,20,Groceries
42,Female,129290,2377.87,20,Electronics
57,Female,115038,4762.74,5,Electronics
31,Male,30760,4729.69,10,Clothing
42,Male,54142,3920.08,16,Groceries
67,Male,140189,3050.3,25,Electronics
39,Male,137532,2329.31,44,Groceries
69,Male,47290,1845.27,25,Electronics
47,Male,101035,4740.73,30,Clothing
37,Female,30364,3054.25,14,Groceries
38,Female,86921,2937.46,22,Clothing
61,Female,49797,1236.32,43,Clothing
49,Male,136331,328.82,28,Clothing
68,Male,62535,4731.42,30,Electronics
63,Male,76300,1637.3,19,Groceries
66,Female,77176,2268.69,38,Electronics
38,Male,46105,661.74,42,Electronics
52,Male,37939,4200.93,20,Groceries
49,Female,109472,235.4,35,Groceries
47,Male,72029,4186.55,22,Groceries
56,Female,45863,787.4,15,Groceries
66,Female,108097,4444.16,11,Electronics
29,Male,40447,3675.89,34,Groceries
58,Female,126160,906.88,24,Groceries
64,Male,76940,2872.51,6,Groceries
35,Female,140182,1632.02,17,Clothing
38,Male,107947,973.34,28,Groceries
30,Female,115001,4309.99,31,Groceries
38,Male,133752,2077.26,36,Electronics
25,Female,49642,2052.86,9,Clothing
63,Female,126798,932.44,10,Electronics
57,Female,125899,1977.02,21,Clothing
63,Male,97643,4370.92,34,Electronics
24,Male,37928,1879.33,31,Electronics
40,Female,78002,4762.86,29,Groceries
61,Male,114853,4736.91,43,Groceries
49,Female,144614,810.0,43,Clothing
28,Male,147517,968.83,11,Clothing
39,Female,55017,4327.1,33,Clothing
39,Male,109064,2024.53,46,Groceries
60,Female,149694,121.43,1,Electronics
42,Female,43313,1441.97,21,Clothing
39,Female,31559,3028.38,23,Groceries
45,Female,80893,4016.4,9,Groceries
46,Male,45167,753.6,1,Electronics
30,Female,110879,641.65,21,Electronics
35,Male,68598,4618.25,22,Groceries
19,Male,37523,3780.63,4,Electronics
46,Female,79777,2989.92,1,Electronics
38,Male,58439,3869.02,10,Groceries
32,Male,146378,2201.39,15,Clothing
69,Male,111060,3816.43,36,Clothing
44,Female,43285,1921.83,29,Groceries
67,Male,40973,1296.06,46,Clothing
48,Male,52694,3672.17,5,Groceries
32,Female,65774,2156.39,29,Groceries
68,Female,34302,4908.75,47,Electronics
40,Male,145776,1812.48,47,Clothing
41,Female,52391,4616.46,27,Groceries
61,Male,34611,4671.52,25,Clothing
30,Male,39372,1285.08,16,Clothing
39,Male,54312,4011.28,16,Clothing
60,Female,44080,2222.07,36,Groceries
54,Male,110618,4595.87,25,Electronics
50,Female,142945,2305.61,41,Clothing
20,Female,138397,3747.09,1,Groceries
36,Male,126213,2388.14,5,Clothing
40,Female,50874,1216.22,41,Electronics
46,Female,92537,1076.82,20,Clothing
47,Female,103914,2184.61,5,Groceries
56,Female,31597,3801.92,36,Clothing
61,Female,41600,3064.85,29,Clothing
64,Male,33747,3474.28,48,Clothing
42,Female,109415,1483.4,34,Electronics
54,Male,147358,2459.03,48,Clothing
64,Male,108553,317.54,18,Groceries
25,Male,54815,4105.91,2,Clothing
59,Male,114500,4950.47,16,Clothing
33,Male,124348,2093.71,29,Clothing
25,Male,135736,153.72,33,Electronics
18,Female,54714,931.98,16,Groceries
61,Female,48890,3297.38,35,Clothing
22,Female,91509,3099.19,47,Groceries
20,Male,91824,3960.54,43,Groceries
18,Female,34725,1344.03,42,Electronics
21,Female,73205,3841.8,17,Groceries
57,Female,50684,3471.12,4,Clothing
52,Male,121861,1681.79,49,Electronics
49,Female,87911,2772.89,4,Electronics
59,Male,128078,821.64,25,Groceries
51,Female,141573,2317.57,33,Electronics
60,Male,43092,4417.87,14,Groceries
42,Male,125918,2163.84,24,Groceries
27,Male,69770,4213.88,11,Electronics
38,Female,55457,2992.24,25,Clothing
63,Female,101667,1040.2,28,Groceries
56,Male,141565,2947.42,7,Electronics
44,Female,120751,2579.32,49,Electronics
44,Male,92894,2053.34,36,Groceries
19,Male,91305,686.19,10,Groceries
58,Female,42612,2141.87,49,Groceries
65,Female,132841,456.54,36,Groceries
30,Female,108627,583.97,31,Clothing
26,Male,130639,2137.99,19,Clothing
69,Male,67089,1596.37,18,Clothing
53,Female,125295,4635.17,49,Clothing
39,Male,141558,1940.96,6,Electronics
59,Female,82137,3813.5,28,Groceries
43,Male,30559,2698.21,7,Electronics
29,Female,96249,3550.02,38,Electronics
34,Female,67361,1374.57,12,Clothing
31,Male,110720,4715.33,41,Electronics
31,Female,45261,2697.43,34,Clothing
51,Female,50372,4173.49,25,Groceries
37,Male,85355,1888.72,17,Clothing
28,Female,127676,591.04,33,Groceries
33,Male,128560,3401.19,23,Clothing
68,Female,87920,138.02,9,Electronics
48,Male,142878,2428.94,6,Electronics
23,Female,62544,1044.73,2,Clothing
36,Female,30037,3174.14,38,Groceries
54,Female,73032,4899.16,9,Groceries
21,Female,108233,2375.57,3,Clothing
64,Male,71420,4105.74,16,Electronics
21,Male,144234,2588.14,25,Groceries
37,Male,127243,2529.62,24,Clothing
27,Male,121552,4659.08,47,Groceries
41,Male,64600,4460.83,29,Electronics
52,Male,78285,3950.42,44,Groceries
43,Male,92008,1551.65,40,Clothing
54,Female,119520,2770.54,26,Groceries
55,Female,35167,1197.1,38,Groceries
38,Female,30432,2275.19,35,Electronics
57,Female,99687,2472.64,23,Electronics
56,Male,143216,4175.04,4,Electronics
38,Male,101947,4490.54,42,Electronics
27,Male,126324,2131.64,14,Clothing
55,Female,80903,186.75,47,Groceries
63,Male,122159,4322.69,39,Groceries
21,Female,84149,953.97,7,Groceries
62,Male,117640,3147.22,8,Groceries
37,Male,86768,222.36,42,Clothing
34,Male,90184,2057.58,19,Electronics
24,Male,95792,4931.21,2,Groceries
21,Female,63439,593.4,47,Groceries
46,Female,63257,2176.1,1,Electronics
31,Male,135193,1605.03,42,Electronics
20,Female,74674,4534.93,38,Groceries
41,Male,81248,4359.77,13,Electronics
54,Male,113602,1264.72,42,Groceries
33,Male,75371,497.82,44,Groceries
69,Male,128282,3172.98,24,Groceries
21,Female,97996,1748.21,32,Groceries
41,Male,67297,3393.21,30,Groceries
51,Male,84273,257.39,6,Groceries
47,Female,91256,753.66,38,Electronics
35,Male,64743,3463.22,33,Clothing
36,Female,98752,1140.62,44,Clothing
48,Male,109803,4302.18,23,Groceries
36,Male,105117,387.1,10,Electronics
66,Male,100051,1155.86,46,Groceries
63,Male,52076,4992.95,15,Electronics
36,Male,140352,2222.07,23,Groceries
39,Male,105312,3544.53,36,Groceries
41,Female,149627,995.05,1,Clothing
62,Male,117483,3088.36,8,Electronics
29,Female,32963,3657.92,3,Electronics
47,Female,149217,1640.94,14,Clothing
55,Male,102322,4161.6,17,Clothing
48,Female,43866,3056.75,34,Clothing
53,Male,134504,2006.7,47,Clothing
36,Female,62305,2832.45,6,Electronics
65,Male,92403,2926.13,5,Electronics
62,Female,112896,911.12,46,Clothing
53,Female,135649,2073.39,41,Groceries
47,Male,62813,1782.81,40,Groceries
66,Female,96729,2064.42,29,Groceries
50,Male,90686,3829.44,35,Groceries
35,Male,34512,2464.44,18,Electronics
69,Male,149631,4707.55,40,Electronics
66,Male,52666,1539.01,48,Electronics
45,Male,46630,2136.95,30,Groceries
64,Female,147907,3956.09,15,Clothing
28,Female,104519,2775.52,15,Groceries
62,Female,30636,2780.44,16,Electronics
50,Male,33775,361.37,33,Groceries
34,Female,97957,2053.14,10,Clothing
23,Female,94591,1426.6,19,Clothing
21,Female,108561,4996.74,37,Groceries
37,Female,104816,1610.94,3,Electronics
65,Female,132487,4434.03,36,Electronics
64,Male,41351,3413.55,4,Electronics
44,Male,145400,1770.49,11,Groceries
32,Female,133627,2763.32,41,Electronics
23,Male,85184,4218.63,33,Groceries
64,Male,141192,4428.5,28,Electronics
31,Female,125707,885.93,32,Clothing
28,Female,99180,1763.91,16,Clothing
56,Male,111678,1742.59,9,Electronics
26,Female,103309,306.02,11,Groceries
43,Male,124002,3031.37,6,Electronics
33,Male,40778,4288.62,49,Groceries
22,Female,42501,1969.71,27,Clothing
69,Male,142713,3726.18,12,Groceries
27,Male,32108,3175.73,22,Electronics
67,Male,124905,1940.68,40,Clothing
20,Female,66382,791.19,48,Groceries
30,Female,121354,3575.69,37,Groceries
60,Female,105787,4287.37,21,Clothing
66,Female,53341,3460.69,33,Electronics
47,Male,107214,187.6,17,Clothing
62,Female,44367,1159.54,29,Electronics
23,Female,149967,440.45,40,Electronics
34,Female,125208,2894.89,10,Groceries
62,Female,99868,3806.74,18,Electronics
68,Male,42002,641.84,47,Electronics
36,Male,115820,4207.86,13,Clothing
59,Male,89949,2821.99,27,Clothing
52,Female,45700,3480.85,10,Electronics
63,Female,109305,4859.87,32,Groceries
43,Male,92543,510.04,41,Clothing
68,Female,59318,4516.0,45,Groceries
22,Female,119859,717.9,3,Clothing
46,Male,57610,2025.5,22,Clothing
54,Male,102499,4272.05,27,Electronics
37,Female,149256,4540.65,3,Clothing
66,Female,103374,2581.22,33,Clothing
38,Female,95226,3011.11,2,Groceries
27,Male,75167,3569.92,11,Clothing
